8.1,46.8655,34.1701
8.2,47.1507,33.952
8.3,47.4477,33.7402
8.4,47.7565,33.5349
8.5,48.0768,33.3362
8.6,48.4087,33.1441
8.7,48.752,32.9587
8.8,49.1065,32.7802
8.9,49.4722,32.6085
9,49.8489,32.4439
9.1,50.2364,32.2863
9.2,50.6346,32.1358
9.3,51.0433,31.9925
9.4,51.4624,31.8565
9.5,51.8917,31.7279
9.6,52.3309,31.6067
9.7,52.7799,31.493
9.8,53.2384,31.3869
9.9,53.7063,31.2884
10,54.1832,31.1977
10.1,54.669,31.1148
10.2,55.1633,31.0397
10.3,55.6658,30.9726
10.4,56.1762,30.9135
10.5,56.6943,30.8625
10.6,57.2196,30.8196
10.7,57.7518,30.785
10.8,58.2904,30.7587
10.9,58.8352,30.7408
11,59.3856,30.7314
11.1,59.9413,30.7305
11.2,60.5016,30.7382
11.3,61.0662,30.7546
11.4,61.6345,30.7797
11.5,62.2059,30.8137
11.6,62.78,30.8566
11.7,63.356,30.9085
11.8,63.9333,30.9694
11.9,64.5114,31.0394
12,65.0895,31.1186
12.1,65.6669,31.207
12.2,66.2429,31.3047
12.3,66.8167,31.4118
12.4,67.3876,31.5282
12.5,67.9547,31.6541
12.6,68.5173,31.7895
12.7,69.0744,31.9344
12.8,69.6252,32.0888
12.9,70.1689,32.2528
13,70.7043,32.4264
13.1,71.2308,32.6095
13.2,71.7472,32.8022
13.3,72.2527,33.0044
13.4,72.7462,33.216
13.5,73.2267,33.4372
13.6,73.6934,33.6677
13.7,74.1451,33.9075
13.8,74.5809,34.1565
13.9,74.9998,34.4146
14,75.4008,34.6817
14.1,75.783,34.9576
14.2,76.1453,35.2421
14.3,76.4868,35.535
14.4,76.8066,35.8361
14.5,77.1038,36.1452
14.6,77.3776,36.462
14.7,77.627,36.7863
14.8,77.8514,37.1176
14.9,78.05,37.4556
15,78.2221,37.8
15.1,78.3671,38.1503
15.2,78.4843,38.5062
15.3,78.5733,38.8672
15.4,78.6336,39.2327
15.5,78.6649,39.6023
15.6,78.6669,39.9754
15.7,78.6392,40.3515
15.8,78.5819,40.7299
15.9,78.4947,41.11
16,78.3779,41.4913
16.1,78.2313,41.873
16.2,78.0554,42.2545
16.3,77.8502,42.635
16.4,77.6163,43.0138
16.5,77.354,43.3903
16.6,77.064,43.7637
16.7,76.7468,44.1333
16.8,76.4031,44.4982
16.9,76.0337,44.8579
17,75.6396,45.2114
17.1,75.2215,45.5581
17.2,74.7805,45.8973
17.3,74.3176,46.2283
17.4,73.834,46.5503
17.5,73.3307,46.8626
17.6,72.8091,47.1647
17.7,72.2702,47.4558
17.8,71.7155,47.7354
17.9,71.1461,48.003
18,70.5634,48.2579
18.1,69.9687,48.4996
18.2,69.3633,48.7277
18.3,68.7486,48.9418
18.4,68.1258,49.1415
18.5,67.4963,49.3263
18.6,66.8614,49.4961
18.7,66.2223,49.6506
18.8,65.5803,49.7895
18.9,64.9366,49.9127
19,64.2924,50.0201
19.1,63.6488,50.1115
19.2,63.0069,50.187
19.3,62.3679,50.2465
19.4,61.7327,50.29
19.5,61.1022,50.3178
19.6,60.4775,50.3298
19.7,59.8594,50.3262
19.8,59.2487,50.3073
19.9,58.6462,50.2733
20,58.0526,50.2244
20.1,57.4687,50.1609
20.2,56.895,50.0832
20.3,56.3322,49.9915
20.4,55.7807,49.8862
20.5,55.2411,49.7678
20.6,54.7139,49.6366
20.7,54.1994,49.4931
20.8,53.698,49.3376
20.9,53.21,49.1707
21,52.7357,48.9927
21.1,52.2755,48.8042
21.2,51.8295,48.6057
21.3,51.3979,48.3975
21.4,50.9808,48.1802
21.5,50.5785,47.9543
21.6,50.191,47.7203
21.7,49.8184,47.4786
21.8,49.4609,47.2297
21.9,49.1183,46.9741
22,48.7908,46.7123
22.1,48.4784,46.4448
22.2,48.181,46.1719
22.3,47.8987,45.8942
22.4,47.6314,45.6121
22.5,47.379,45.3261
22.6,47.1416,45.0366
22.7,46.919,44.7439
22.8,46.7112,44.4486
22.9,46.5181,44.151
23,46.3396,43.8515
23.1,46.1757,43.5504
23.2,46.0262,43.2483
23.3,45.891,42.9453
23.4,45.7701,42.6419
23.5,45.6633,42.3384
23.6,45.5706,42.0351
23.7,45.4918,41.7324
23.8,45.4268,41.4305
23.9,45.3755,41.1298
24,45.3379,40.8304
24.1,45.3137,40.5328
24.2,45.303,40.2371
24.3,45.3055,39.9436
24.4,45.3213,39.6526
24.5,45.3501,39.3643
24.6,45.3919,39.0788
24.7,45.4466,38.7965
24.8,45.5141,38.5175
24.9,45.5942,38.2421
25,45.687,37.9704
25.1,45.7922,37.7025
25.2,45.9098,37.4388
25.3,46.0396,37.1792
25.4,46.1817,36.9241
25.5,46.3358,36.6736
25.6,46.5019,36.4277
25.7,46.6799,36.1867
25.8,46.8697,35.9507
25.9,47.0712,35.7198
26,47.2843,35.4941
26.1,47.5088,35.2738
26.2,47.7447,35.059
26.3,47.9919,34.8497
26.4,48.2502,34.6462
26.5,48.5195,34.4485
26.6,48.7998,34.2566
26.7,49.0909,34.0708
26.8,49.3926,33.891
26.9,49.7049,33.7175
27,50.0276,33.5502
27.1,50.3605,33.3893
27.2,50.7035,33.2348
27.3,51.0565,33.0868
27.4,51.4192,32.9455
27.5,51.7916,32.8108
27.6,52.1733,32.6829
27.7,52.5643,32.5618
27.8,52.9643,32.4477
27.9,53.3731,32.3405
28,53.7905,32.2404
28.1,54.2162,32.1475
28.2,54.6501,32.0617
28.3,55.0917,31.9832
28.4,55.5409,31.9121
28.5,55.9974,31.8483
28.6,56.4608,31.7921
28.7,56.9309,31.7434
28.8,57.4072,31.7023
28.9,57.8895,31.6688
29,58.3774,31.6432
29.1,58.8704,31.6253
29.2,59.3682,31.6153
29.3,59.8703,31.6133
29.4,60.3763,31.6192
29.5,60.8857,31.6332
29.6,61.3981,31.6554
29.7,61.9128,31.6857
29.8,62.4295,31.7242
29.9,62.9475,31.771
30,63.4662,31.8262
30.1,63.9852,31.8897
30.2,64.5037,31.9617
30.3,65.0211,32.0421
30.4,65.5368,32.1311
30.5,66.0501,32.2286
30.6,66.5603,32.3346
30.7,67.0667,32.4493
30.8,67.5686,32.5726
30.9,68.0652,32.7044
31,68.5557,32.8449
31.1,69.0394,32.9941
31.2,69.5154,33.1518
31.3,69.983,33.3181
31.4,70.4414,33.493
31.5,70.8897,33.6763
31.6,71.327,33.8681
31.7,71.7527,34.0683
31.8,72.1657,34.2768
31.9,72.5653,34.4935
32,72.9505,34.7184
32.1,73.3207,34.9511
32.2,73.675,35.1918
32.3,74.0125,35.4401
32.4,74.3324,35.6959
32.5,74.634,35.959
32.6,74.9165,36.2292
32.7,75.1792,36.5063
32.8,75.4213,36.7899
32.9,75.6421,37.0799
33,75.8412,37.376
33.1,76.0177,37.6777
33.2,76.1712,37.9849
33.3,76.3011,38.297
33.4,76.407,38.6138
33.5,76.4885,38.9348
33.6,76.5452,39.2595
33.7,76.5768,39.5877
33.8,76.583,39.9186
33.9,76.5637,40.252
34,76.5188,40.5872
34.1,76.4482,40.9238
34.2,76.3519,41.2611
34.3,76.23,41.5987
34.4,76.0827,41.9359
34.5,75.9102,42.2722
34.6,75.7128,42.607
34.7,75.4909,42.9395
34.8,75.2449,43.2694
34.9,74.9753,43.5958
35,74.6827,43.9182
35.1,74.3677,44.236
35.2,74.031,44.5485
35.3,73.6733,44.8552
35.4,73.2954,45.1554
35.5,72.8982,45.4485
35.6,72.4826,45.7339
35.7,72.0495,46.0111
35.8,71.5999,46.2795
35.9,71.1348,46.5386
36,70.6552,46.7879
36.1,70.1622,47.0268
36.2,69.6568,47.255
36.3,69.1402,47.472
36.4,68.6134,47.6773
36.5,68.0776,47.8706
36.6,67.5338,48.0516
36.7,66.9832,48.22
36.8,66.4269,48.3755
36.9,65.8659,48.5177
37,65.3012,48.6467
37.1,64.734,48.7621
37.2,64.1653,48.8639
37.3,63.596,48.9519
37.4,63.0271,49.0261
37.5,62.4595,49.0865
37.6,61.8943,49.133
37.7,61.3321,49.1657
37.8,60.7739,49.1848
37.9,60.2205,49.1902
38,59.6725,49.1821
38.1,59.1309,49.1608
38.2,58.5961,49.1263
38.3,58.0689,49.0789
38.4,57.5499,49.0189
38.5,57.0396,48.9464
38.6,56.5385,48.8618
38.7,56.0472,48.7655
38.8,55.5662,48.6576
38.9,55.0957,48.5386
39,54.6363,48.4087
39.1,54.1883,48.2685
39.2,53.7519,48.1182
39.3,53.3275,47.9582
39.4,52.9154,47.7889
39.5,52.5157,47.6107
39.6,52.1287,47.4241
39.7,51.7545,47.2293
39.8,51.3934,47.027
39.9,51.0454,46.8174
40,50.7106,46.6009
40.1,50.3893,46.378
40.2,50.0813,46.1492
40.3,49.7868,45.9147
40.4,49.5059,45.6751
40.5,49.2385,45.4306
40.6,48.9847,45.1818
40.7,48.7444,44.9289
40.8,48.5177,44.6724
40.9,48.3045,44.4127
41,48.1049,44.1501
41.1,47.9187,43.885
41.2,47.746,43.6178
41.3,47.5867,43.3487
41.4,47.4406,43.0782
41.5,47.3078,42.8066
41.6,47.1883,42.5341
41.7,47.0818,42.2611
41.8,46.9884,41.988
41.9,46.908,41.7149
42,46.8404,41.4422
42.1,46.7856,41.1702
42.2,46.7436,40.8991
42.3,46.7142,40.6292
42.4,46.6974,40.3608
42.5,46.693,40.094
42.6,46.701,39.8292
42.7,46.7212,39.5665
42.8,46.7537,39.3061
42.9,46.7982,39.0484
43,46.8547,38.7934
43.1,46.9232,38.5414
43.2,47.0034,38.2926
43.3,47.0954,38.0471
43.4,47.199,37.8051
43.5,47.3141,37.5668
43.6,47.4407,37.3324
43.7,47.5786,37.102
43.8,47.7277,36.8757
43.9,47.8879,36.6537
44,48.0592,36.4362
44.1,48.2414,36.2232
44.2,48.4344,36.0149
44.3,48.6381,35.8115
44.4,48.8525,35.613
44.5,49.0773,35.4195
44.6,49.3124,35.2313
44.7,49.5578,35.0483
44.8,49.8133,34.8707
44.9,50.0788,34.6986
45,50.3541,34.532
45.1,50.6392,34.3711
45.2,50.9338,34.216
45.3,51.2378,34.0668
45.4,51.551,33.9235
45.5,51.8734,33.7862
45.6,52.2046,33.655
45.7,52.5446,33.53
45.8,52.8931,33.4113
45.9,53.2499,33.2989
46,53.6149,33.1929
46.1,53.9877,33.0935
46.2,54.3683,33.0005
46.3,54.7563,32.9142
46.4,55.1514,32.8346
46.5,55.5535,32.7618
46.6,55.9623,32.6958
46.7,56.3774,32.6367
46.8,56.7986,32.5845
46.9,57.2256,32.5394
47,57.6579,32.5013
47.1,58.0954,32.4704
47.2,58.5375,32.4467
47.3,58.984,32.4302
47.4,59.4345,32.421
47.5,59.8885,32.4192
47.6,60.3456,32.4248
47.7,60.8054,32.4379
47.8,61.2675,32.4585
47.9,61.7313,32.4866
48,62.1964,32.5223
48.1,62.6622,32.5656
48.2,63.1283,32.6167
48.3,63.5941,32.6754
48.4,64.0591,32.7418
48.5,64.5226,32.816
48.6,64.9841,32.898
48.7,65.443,32.9878
48.8,65.8987,33.0854
48.9,66.3505,33.1908
49,66.7977,33.304
49.1,67.2399,33.425
49.2,67.6761,33.5537
49.3,68.1058,33.6903
49.4,68.5283,33.8346
49.5,68.9429,33.9865
49.6,69.3489,34.1461
49.7,69.7455,34.3133
49.8,70.1321,34.4881
49.9,70.5079,34.6702
50,70.8722,34.8597
50.1,71.2243,35.0565
50.2,71.5635,35.2603
50.3,71.889,35.4712
50.4,72.2003,35.6889
50.5,72.4966,35.9133
50.6,72.7772,36.1442
50.7,73.0415,36.3814
50.8,73.2889,36.6248
50.9,73.5187,36.874
51,73.7304,37.1289
51.1,73.9234,37.3892
51.2,74.0971,37.6546
51.3,74.2512,37.9249
51.4,74.3851,38.1996
51.5,74.4985,38.4786
51.6,74.5909,38.7613
51.7,74.662,39.0476
51.8,74.7115,39.3369
51.9,74.7393,39.629
52,74.745,39.9233
